Nível,Código,Designação
6,091310,Guilheiro
6,091311,Moimentinha
6,091312,Moreira de Rei
6,091313,Palhais
6,091314,Póvoa do Concelho
6,091315,Reboleiro
6,091316,Rio de Mel
6,091321,Tamanhos
6,091330,União das freguesias de Freches e Torres
6,091331,"União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho"
6,091332,União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior
6,091333,União das freguesias de Vale do Seixo e Vila Garcia
6,091334,União das freguesias de Vila Franca das Naves e Feital
6,091335,União das freguesias de Vilares e Carnicães
6,091325,Valdujo
3,17,Área Metropolitana de Lisboa
4,170,Área Metropolitana de Lisboa
5,1502,Alcochete
6,150201,Alcochete
6,150202,Samouco
6,150203,São Francisco
5,1503,Almada
6,150303,Costa da Caparica
6,150312,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas"
6,150313,União das freguesias de Caparica e Trafaria
6,150314,União das freguesias de Charneca de Caparica e Sobreda
6,150315,União das freguesias de Laranjeiro e Feijó
5,1115,Amadora
6,111513,Águas Livres
6,111512,Alfragide
6,111514,Encosta do Sol
6,111515,Falagueira-Venda Nova
6,111516,Mina de Água
6,111517,Venteira
5,1504,Barreiro
6,150407,Santo António da Charneca
6,150409,"União das freguesias de Alto do Seixalinho, Santo André e Verderena"
6,150410,União das freguesias de Barreiro e Lavradio
6,150411,União das freguesias de Palhais e Coina
5,1105,Cascais
6,110501,Alcabideche
6,110506,São Domingos de Rana
6,110507,União das freguesias de Carcavelos e Parede
6,110508,União das freguesias de Cascais e Estoril
5,1106,Lisboa
6,110601,Ajuda
6,110602,Alcântara
6,110654,Alvalade
6,110655,Areeiro
6,110656,Arroios
6,110657,Avenidas Novas
6,110607,Beato
6,110658,Belém
6,110608,Benfica
6,110659,Campo de Ourique
6,110610,Campolide
6,110611,Carnide
6,110660,Estrela
6,110618,Lumiar
6,110621,Marvila
6,110661,Misericórdia
6,110633,Olivais
6,110662,Parque das Nações
6,110663,Penha de França
6,110664,Santa Clara
6,110665,Santa Maria Maior
6,110666,Santo António
6,110639,São Domingos de Benfica
6,110667,São Vicente
5,1107,Loures
6,110702,Bucelas
6,110705,Fanhões
6,110707,Loures
6,110708,Lousa
6,110731,"União das freguesias de Camarate, Unhos e Apelação"
6,110726,União das freguesias de Moscavide e Portela
6,110727,União das freguesias de Sacavém e Prior Velho
6,110728,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela"
6,110729,União das freguesias de Santo Antão e São Julião do Tojal
6,110730,União das freguesias de Santo António dos Cavaleiros e Frielas
5,1109,Mafra
6,110902,Carvoeira
6,110904,Encarnação
6,110906,Ericeira
6,110909,Mafra
6,110911,Milharado
6,110913,Santo Isidoro
6,110918,União das freguesias de Azueira e Sobral da Abelheira
6,110919,"União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário"
6,110920,União das freguesias de Igreja Nova e Cheleiros
6,110921,União das freguesias de Malveira e São Miguel de Alcainça
6,110922,União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés
5,1506,Moita
6,150601,Alhos Vedros
6,150603,Moita
6,150607,União das freguesias de Baixa da Banheira e Vale da Amoreira
6,150608,União das freguesias de Gaio-Rosário e Sarilhos Pequenos
5,1507,Montijo
6,150701,Canha
6,150704,Sarilhos Grandes
6,150709,União das freguesias de Atalaia e Alto Estanqueiro-Jardia
6,150710,União das freguesias de Montijo e Afonsoeiro
6,150711,União das freguesias de Pegões
5,1116,Odivelas
6,111603,Odivelas
6,111608,União das freguesias de Pontinha e Famões
6,111609,União das freguesias de Póvoa de Santo Adrião e Olival Basto
6,111610,União das freguesias de Ramada e Caneças
5,1110,Oeiras
6,111002,Barcarena
6,111009,Porto Salvo
6,111012,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
6,111013,União das freguesias de Carnaxide e Queijas
6,111014,"União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias"
5,1508,Palmela
6,150802,Palmela
6,150803,Pinhal Novo
6,150804,Quinta do Anjo
6,150806,União das freguesias de Poceirão e Marateca
5,1510,Seixal
6,151002,Amora
6,151005,Corroios
6,151006,Fernão Ferro
6,151007,"União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires"
5,1511,Sesimbra
6,151103,Quinta do Conde
6,151101,Sesimbra (Castelo)
6,151102,Sesimbra (Santiago)
5,1512,Setúbal
6,151207,Gâmbia-Pontes-Alto da Guerra
6,151208,Sado
6,151205,Setúbal (São Sebastião)
6,151209,União das freguesias de Azeitão (São Lourenço e São Simão)
6,151210,"União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)"
5,1111,Sintra
6,111102,Algueirão-Mem Martins
6,111115,Casal de Cambra
6,111105,Colares
6,111108,Rio de Mouro
6,111122,União das freguesias de Agualva e Mira-Sintra
6,111123,"União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar"
6,111125,União das freguesias de Massamá e Monte Abraão
6,111126,União das freguesias de Queluz e Belas
6,111127,União das freguesias de São João das Lampas e Terrugem
6,111128,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)"
6,111124,União das freguesias do Cacém e São Marcos
5,1114,Vila Franca de Xira
6,111412,"União das freguesias de Alhandra, São João dos Montes e Calhandriz"
6,111413,União das freguesias de Alverca do Ribatejo e Sobralinho
6,111414,União das freguesias de Castanheira do Ribatejo e Cachoeiras
6,111415,União das freguesias de Póvoa de Santa Iria e Forte da Casa
6,111408,Vialonga
6,111409,Vila Franca de Xira
3,18,Alentejo
4,181,Alentejo Litoral
5,1501,Alcácer do Sal
6,150106,Comporta
6,150105,São Martinho
6,150104,Torrão
6,150107,União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana
5,1505,Grândola
6,150501,Azinheira dos Barros e São Mamede do Sádão
6,150505,Carvalhal
6,150503,Melides
6,150506,União das freguesias de Grândola e Santa Margarida da Serra
5,0211,Odemira
6,021116,Boavista dos Pinheiros
6,021118,Colos
6,021117,Longueira/Almograve
6,021115,Luzianes-Gare
6,021102,Relíquias
6,021103,Sabóia
6,021119,Santa Clara-a-Velha
6,021106,São Luís
6,021107,São Martinho das Amoreiras
6,021120,São Salvador e Santa Maria
6,021121,São Teotónio
6,021122,Vale de Santiago
6,021111,Vila Nova de Milfontes
5,1509,Santiago do Cacém
6,150901,Abela
6,150902,Alvalade
6,150903,Cercal
6,150904,Ermidas-Sado
6,150907,Santo André
6,150910,São Francisco da Serra
6,150912,"União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra"
6,150913,União das freguesias de São Domingos e Vale de Água
5,1513,Sines
6,151302,Porto Covo
6,151301,Sines
4,184,Baixo Alentejo
5,0201,Aljustrel
6,020102,Ervidel
6,020103,Messejana
6,020104,São João de Negrilhos
6,020106,União das freguesias de Aljustrel e Rio de Moinhos
5,0202,Almodôvar
6,020208,Aldeia dos Fernandes
6,020203,Rosário
6,020205,Santa Cruz
6,020206,São Barnabé
6,020209,União das freguesias de Almodôvar e Graça dos Padrões
6,020210,União das freguesias de Santa Clara-a-Nova e Gomes Aires
5,0203,Alvito
6,020301,Alvito
6,020302,Vila Nova da Baronia
5,0204,Barrancos
6,020401,Barrancos
5,0205,Beja
6,020502,Baleizão
6,020503,Beringel
6,020504,Cabeça Gorda
6,020506,Nossa Senhora das Neves
6,020510,Santa Clara de Louredo
6,020516,São Matias
6,020519,União das freguesias de Albernoa e Trindade
6,020520,União das freguesias de Beja (Salvador e Santa Maria da Feira)
6,020521,União das freguesias de Beja (Santiago Maior e São João Baptista)
6,020522,União das freguesias de Salvada e Quintos
6,020523,União das freguesias de Santa Vitória e Mombeja
6,020524,União das freguesias de Trigaches e São Brissos
5,0206,Castro Verde
6,020603,Entradas
6,020604,Santa Bárbara de Padrões
6,020605,São Marcos da Ataboeira
6,020606,União das freguesias de Castro Verde e Casével
5,0207,Cuba
6,020701,Cuba
6,020702,Faro do Alentejo
6,020703,Vila Alva
6,020704,Vila Ruiva
5,0208,Ferreira do Alentejo
6,020803,Figueira dos Cavaleiros
6,020804,Odivelas
6,020807,União das freguesias de Alfundão e Peroguarda
6,020808,União das freguesias de Ferreira do Alentejo e Canhestros
5,0209,Mértola
6,020901,Alcaria Ruiva
6,020902,Corte do Pinto
6,020903,Espírito Santo
6,020904,Mértola
6,020905,Santana de Cambas
6,020906,São João dos Caldeireiros
6,020910,"União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros"
5,0210,Moura
6,021001,Amareleja
6,021002,Póvoa de São Miguel
6,021008,Sobral da Adiça
6,021009,União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador
6,021010,União das freguesias de Safara e Santo Aleixo da Restauração
5,0212,Ourique
6,021203,Ourique
6,021206,Santana da Serra
6,021207,União das freguesias de Garvão e Santa Luzia
6,021208,União das freguesias de Panoias e Conceição
5,0213,Serpa
6,021302,Brinches
6,021303,Pias
6,021308,União das freguesias de Serpa (Salvador e Santa Maria)
6,021309,União das freguesias de Vila Nova de São Bento e Vale de Vargo
6,021307,Vila Verde de Ficalho
5,0214,Vidigueira
6,021401,Pedrógão
6,021402,Selmes
6,021403,Vidigueira
6,021404,Vila de Frades
4,185,Lezíria do Tejo
5,1403,Almeirim
6,140301,Almeirim
6,140302,Benfica do Ribatejo
6,140303,Fazendas de Almeirim
6,140304,Raposa
5,1404,Alpiarça
6,140401,Alpiarça
5,1103,Azambuja
6,110301,Alcoentre
6,110302,Aveiras de Baixo
6,110303,Aveiras de Cima
6,110304,Azambuja
6,110310,"União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa"
6,110306,Vale do Paraíso
6,110307,Vila Nova da Rainha
5,1405,Benavente
6,140504,Barrosa
6,140501,Benavente
6,140502,Samora Correia
6,140503,Santo Estêvão
5,1406,Cartaxo
6,140604,Pontével
6,140610,União das freguesias de Ereira e Lapa
6,140609,União das freguesias do Cartaxo e Vale da Pinta
6,140605,Valada
6,140608,Vale da Pedra
6,140607,Vila Chã de Ourique
5,1407,Chamusca
6,140707,Carregueira
6,140704,Ulme
6,140708,União das freguesias da Chamusca e Pinheiro Grande
6,140709,União das freguesias de Parreira e Chouto
6,140705,Vale de Cavalos
5,1409,Coruche
6,140907,Biscainho
6,140905,Branca
6,140902,Couço
6,140908,Santana do Mato
6,140903,São José da Lamarosa
6,140909,"União das freguesias de Coruche, Fajarda e Erra"
5,1412,Golegã
6,141201,Azinhaga
6,141202,Golegã
6,141203,Pombalinho
5,1414,Rio Maior
6,141401,Alcobertas
6,141402,Arrouquelas
6,141410,Asseiceira
6,141405,Fráguas
6,141408,Rio Maior
6,141411,São Sebastião
6,141415,União das freguesias de Azambujeira e Malaqueijo
6,141416,União das freguesias de Marmeleira e Assentiz
6,141417,União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões
6,141418,União das freguesias de São João da Ribeira e Ribeira de São João
5,1415,Salvaterra de Magos
6,141502,Marinhais
6,141503,Muge
6,141507,União das freguesias de Glória do Ribatejo e Granho
6,141508,União das freguesias de Salvaterra de Magos e Foros de Salvaterra
5,1416,Santarém
6,141601,Abitureiras
6,141602,Abrã
6,141604,Alcanede
6,141605,Alcanhões
6,141606,Almoster
6,141607,Amiais de Baixo
6,141608,Arneiro das Milhariças
6,141628,Gançaria
6,141613,Moçarria
6,141614,Pernes
6,141616,Póvoa da Isenta
6,141629,"União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém"
6,141630,União das freguesias de Azoia de Cima e Tremês
6,141631,União das freguesias de Casével e Vaqueiros
6,141632,União das freguesias de Romeira e Várzea
6,141634,União das freguesias de São Vicente do Paul e Vale de Figueira
6,141633,União de freguesias da cidade de Santarém
6,141625,Vale de Santarém
4,186,Alto Alentejo
5,1201,Alter do Chão
6,120101,Alter do Chão
6,120102,Chancelaria
6,120104,Cunheira
6,120103,Seda
5,1202,Arronches
6,120201,Assunção
6,120202,Esperança
6,120203,Mosteiros
5,1203,Avis
6,120302,Aldeia Velha
6,120303,Avis
6,120305,Ervedal
6,120306,Figueira e Barros
6,120309,União das freguesias de Alcórrego e Maranhão
6,120310,União das freguesias de Benavila e Valongo
5,1204,Campo Maior
6,120401,Nossa Senhora da Expectação
6,120402,Nossa Senhora da Graça dos Degolados
6,120403,São João Baptista
5,1205,Castelo de Vide
6,120501,Nossa Senhora da Graça de Póvoa e Meadas
6,120502,Santa Maria da Devesa
6,120503,Santiago Maior
6,120504,São João Baptista
5,1206,Crato
6,120601,Aldeia da Mata
6,120604,Gáfete
6,120605,Monte da Pedra
6,120607,"União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso"
5,1207,Elvas
6,120712,"Assunção, Ajuda, Salvador e Santo Ildefonso"
6,120713,"Caia, São Pedro e Alcáçova"
6,120706,Santa Eulália
6,120707,São Brás e São Lourenço
6,120708,São Vicente e Ventosa
6,120714,União das freguesias de Barbacena e Vila Fernando
6,120715,União das freguesias de Terrugem e Vila Boim
5,1208,Fronteira
6,120801,Cabeço de Vide
6,120802,Fronteira
6,120803,São Saturnino
5,1209,Gavião
6,120902,Belver
6,120903,Comenda
6,120905,Margem
6,120906,União das freguesias de Gavião e Atalaia
5,1210,Marvão
6,121001,Beirã
6,121002,Santa Maria de Marvão
6,121003,Santo António das Areias
6,121004,São Salvador da Aramenha
5,1211,Monforte
6,121101,Assumar
6,121102,Monforte
6,121103,Santo Aleixo
6,121104,Vaiamonte
5,1212,Nisa
6,121201,Alpalhão
6,121205,Montalvão
6,121207,Santana
6,121208,São Matias
6,121210,Tolosa
6,121211,União das freguesias de Arez e Amieira do Tejo
6,121212,"União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão"
5,1213,Ponte de Sor
6,121304,Foros de Arrão
6,121301,Galveias
6,121305,Longomel
6,121302,Montargil
6,121308,"União das freguesias de Ponte de Sor, Tramaga e Vale de Açor"
5,1214,Portalegre
6,121401,Alagoa
6,121402,Alegrete
6,121404,Fortios
6,121411,União das freguesias da Sé e São Lourenço
6,121412,União das freguesias de Reguengo e São Julião
6,121413,União das freguesias de Ribeira de Nisa e Carreiras
6,121410,Urra
5,1215,Sousel
6,121501,Cano
6,121502,Casa Branca
6,121503,Santo Amaro
6,121504,Sousel
4,187,Alentejo Central
5,0701,Alandroal
6,070104,Capelins (Santo António)
6,070103,Santiago Maior
6,070105,Terena (São Pedro)
6,070107,"União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)"
5,0702,Arraiolos
6,070201,Arraiolos
6,070202,Igrejinha
6,070208,União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro
6,070209,União das freguesias de São Gregório e Santa Justa
6,070206,Vimieiro
5,0703,Borba
6,070301,Borba (Matriz)
6,070304,Borba (São Bartolomeu)
6,070302,Orada
6,070303,Rio de Moinhos
5,0704,Estremoz
6,070401,Arcos
6,070404,Évora Monte (Santa Maria)
6,070402,Glória
6,070411,São Domingos de Ana Loura
6,070414,União das freguesias de Estremoz (Santa Maria e Santo André)
6,070415,União das freguesias de São Bento do Cortiço e Santo Estêvão
6,070416,União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura
6,070417,União das freguesias do Ameixial (Santa Vitória e São Bento)
6,070413,Veiros
5,0705,Évora
6,070515,Canaviais
6,070502,Nossa Senhora da Graça do Divor
6,070503,Nossa Senhora de Machede
6,070506,São Bento do Mato
6,070509,São Miguel de Machede
6,070513,Torre de Coelheiros
6,070522,União das freguesias de Bacelo e Senhora da Saúde
6,070523,"União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)"
6,070524,União das freguesias de Malagueira e Horta das Figueiras
6,070525,União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe
6,070526,União das freguesias de São Manços e São Vicente do Pigeiro
6,070527,União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé
5,0706,Montemor-o-Novo
6,070601,Cabrela
6,070607,Ciborro
6,070610,Foros de Vale de Figueira
6,070605,Santiago do Escoural
6,070606,São Cristóvão
6,070611,União das freguesias de Cortiçadas de Lavre e Lavre
6,070612,"União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras"
5,0707,Mora
6,070701,Brotas
6,070702,Cabeção
6,070703,Mora
6,070704,Pavia
5,0708,Mourão
6,070801,Granja
6,070802,Luz
6,070803,Mourão
5,0709,Portel
6,070903,Monte do Trigo
6,070905,Portel
6,070906,Santana
6,070909,União das freguesias de Amieira e Alqueva
6,070910,União das freguesias de São Bartolomeu do Outeiro e Oriola
6,070908,Vera Cruz
5,0710,Redondo
6,071001,Montoito
6,071002,Redondo
5,0711,Reguengos de Monsaraz
6,071102,Corval
6,071103,Monsaraz
6,071104,Reguengos de Monsaraz
6,071106,União das freguesias de Campo e Campinho
5,0712,Vendas Novas
6,071202,Landeira
6,071201,Vendas Novas
5,0713,Viana do Alentejo
6,071303,Aguiar
6,071301,Alcáçovas
6,071302,Viana do Alentejo
5,0714,Vila Viçosa
6,071401,Bencatel
6,071402,Ciladas
6,071406,Nossa Senhora da Conceição e São Bartolomeu
6,071404,Pardais
3,15,Algarve
4,150,Algarve
5,0801,Albufeira
6,080106,Albufeira e Olhos de Água
6,080104,Ferreiras
6,080102,Guia
6,080103,Paderne
5,0802,Alcoutim
6,080202,Giões
6,080203,Martim Longo
6,080206,União das freguesias de Alcoutim e Pereiro
6,080205,Vaqueiros
5,0803,Aljezur
6,080301,Aljezur
6,080302,Bordeira
6,080303,Odeceixe
6,080304,Rogil
5,0804,Castro Marim
6,080404,Altura
6,080401,Azinhal
6,080402,Castro Marim
6,080403,Odeleite
5,0805,Faro
6,080506,Montenegro
6,080503,Santa Bárbara de Nexe
6,080507,União das freguesias de Conceição e Estoi
6,080508,União das freguesias de Faro (Sé e São Pedro)
5,0806,Lagoa
6,080602,Ferragudo
6,080604,Porches
6,080607,União das freguesias de Estômbar e Parchal
6,080608,União das freguesias de Lagoa e Carvoeiro
5,0807,Lagos
6,080703,Luz
6,080704,Odiáxere
6,080708,São Gonçalo de Lagos
6,080707,União das freguesias de Bensafrim e Barão de São João
5,0808,Loulé
6,080801,Almancil
6,080802,Alte
6,080803,Ameixial
6,080804,Boliqueime
6,080808,Loulé (São Clemente)
6,080809,Loulé (São Sebastião)
6,080805,Quarteira
6,080807,Salir
6,080812,"União de freguesias de Querença, Tôr e Benafim"
5,0809,Monchique
6,080901,Alferce
6,080902,Marmelete
6,080903,Monchique
5,0810,Olhão
6,081003,Olhão
6,081004,Pechão
6,081005,Quelfes
6,081006,União das freguesias de Moncarapacho e Fuseta
5,0811,Portimão
6,081101,Alvor
6,081102,Mexilhoeira Grande
6,081103,Portimão
5,0812,São Brás de Alportel
6,081201,São Brás de Alportel
5,0813,Silves
6,081303,Armação de Pêra
6,081305,São Bartolomeu de Messines
6,081306,São Marcos da Serra
6,081307,Silves
6,081309,União das freguesias de Alcantarilha e Pêra
6,081310,União das freguesias de Algoz e Tunes
5,0814,Tavira
6,081401,Cachopo
6,081404,Santa Catarina da Fonte do Bispo
6,081408,Santa Luzia
6,081410,União das freguesias de Conceição e Cabanas de Tavira
6,081411,União das freguesias de Luz de Tavira e Santo Estêvão
6,081412,União das freguesias de Tavira (Santa Maria e Santiago)
5,0815,Vila do Bispo
6,081501,Barão de São Miguel
6,081502,Budens
6,081504,Sagres
6,081506,Vila do Bispo e Raposeira
5,0816,Vila Real de Santo António
6,081603,Monte Gordo
6,081601,Vila Nova de Cacela
6,081602,Vila Real de Santo António
2,2,Região Autónoma dos Açores
3,20,Região Autónoma dos Açores 
4,200,Região Autónoma dos Açores
5,4301,Angra do Heroísmo
6,430101,Altares
6,430102,Angra (Nossa Senhora da Conceição)
6,430103,Angra (Santa Luzia)
6,430104,Angra (São Pedro)
6,430105,Angra (Sé)
6,430106,Cinco Ribeiras
6,430107,Doze Ribeiras
6,430108,Feteira
6,430109,Porto Judeu
6,430110,Posto Santo
6,430111,Raminho
6,430112,Ribeirinha
6,430113,Santa Bárbara
6,430114,São Bartolomeu de Regatos
6,430115,São Bento
6,430116,São Mateus da Calheta
6,430117,Serreta
6,430118,Terra Chã
6,430119,Vila de São Sebastião
5,4501,Calheta
6,450101,Calheta
6,450102,Norte Pequeno
6,450103,Ribeira Seca
6,450104,Santo Antão
6,450105,Topo (Nossa Senhora do Rosário)
5,4901,Corvo
6,490101,Corvo
5,4701,Horta
6,470101,Capelo
6,470102,Castelo Branco
6,470103,Cedros
6,470104,Feteira
6,470105,Flamengos
6,470106,Horta (Angústias)
6,470107,Horta (Conceição)
6,470108,Horta (Matriz)
6,470109,Pedro Miguel
6,470110,Praia do Almoxarife
6,470111,Praia do Norte
6,470112,Ribeirinha
6,470113,Salão
5,4201,Lagoa
6,420101,Água de Pau
6,420102,Cabouco
6,420103,Lagoa (Nossa Senhora do Rosário)
6,420104,Lagoa (Santa Cruz)
6,420105,Ribeira Chã
5,4801,Lajes das Flores
6,480101,Fajã Grande
6,480102,Fajãzinha
6,480103,Fazenda
6,480104,Lajedo
6,480105,Lajes das Flores
6,480106,Lomba
6,480107,Mosteiro
5,4601,Lajes do Pico
6,460101,Calheta de Nesquim
6,460102,Lajes do Pico
6,460103,Piedade
6,460104,Ribeiras
6,460105,Ribeirinha
6,460106,São João
5,4602,Madalena
6,460201,Bandeiras
6,460202,Candelária
6,460203,Criação Velha
6,460204,Madalena
6,460205,São Caetano
6,460206,São Mateus
5,4202,Nordeste
6,420201,Achada
6,420202,Achadinha
6,420208,Algarvia
6,420203,Lomba da Fazenda
6,420204,Nordeste
6,420206,Salga
6,420207,Santana
6,420209,Santo António de Nordestinho
6,420210,São Pedro de Nordestinho
5,4203,Ponta Delgada
6,420323,Ajuda da Bretanha
6,420301,Arrifes
6,420303,Candelária
6,420304,Capelas
6,420305,Covoada
6,420306,Fajã de Baixo
6,420307,Fajã de Cima
6,420308,Fenais da Luz
6,420309,Feteiras
6,420310,Ginetes
6,420311,Mosteiros
6,420324,Pilar da Bretanha
6,420313,Ponta Delgada (São José)
6,420314,Ponta Delgada (São Pedro)
6,420312,Ponta Delgada (São Sebastião)
6,420315,Relva
6,420316,Remédios
6,420317,Rosto do Cão (Livramento)
6,420318,Rosto do Cão (São Roque)
6,420319,Santa Bárbara
6,420325,Santa Clara
6,420320,Santo António
6,420321,São Vicente Ferreira
6,420322,Sete Cidades
5,4204,Povoação
6,420401,Água Retorta
6,420402,Faial da Terra
6,420403,Furnas
6,420404,Nossa Senhora dos Remédios
6,420405,Povoação
6,420406,Ribeira Quente
5,4205,Ribeira Grande
6,420501,Calhetas
6,420502,Fenais da Ajuda
6,420503,Lomba da Maia
6,420504,Lomba de São Pedro
6,420505,Maia
6,420506,Pico da Pedra
6,420507,Porto Formoso
6,420508,Rabo de Peixe
6,420509,Ribeira Grande (Conceição)
6,420510,Ribeira Grande (Matriz)
6,420511,Ribeira Seca
6,420512,Ribeirinha
6,420513,Santa Bárbara
6,420514,São Brás
5,4401,Santa Cruz da Graciosa
6,440101,Guadalupe
6,440102,Luz
6,440104,Santa Cruz da Graciosa
6,440103,São Mateus
5,4802,Santa Cruz das Flores
6,480201,Caveira
6,480202,Cedros
6,480203,Ponta Delgada
6,480204,Santa Cruz das Flores
5,4603,São Roque do Pico
6,460301,Prainha
6,460302,Santa Luzia
6,460303,Santo Amaro
6,460304,Santo António
6,460305,São Roque do Pico
5,4502,Velas
6,450201,Manadas (Santa Bárbara)
6,450202,Norte Grande (Neves)
6,450203,Rosais
6,450204,Santo Amaro
6,450205,Urzelina (São Mateus)
6,450206,Velas (São Jorge)
5,4302,Vila da Praia da Vitória
6,430201,Agualva
6,430202,Biscoitos
6,430203,Cabo da Praia
6,430204,Fonte do Bastardo
6,430205,Fontinhas
6,430206,Lajes
6,430211,Porto Martins
6,430207,Praia da Vitória (Santa Cruz)
6,430208,Quatro Ribeiras
6,430209,São Brás
6,430210,Vila Nova
5,4101,Vila do Porto
6,410101,Almagreira
6,410102,Santa Bárbara
6,410103,Santo Espírito
6,410104,São Pedro
6,410105,Vila do Porto
5,4206,Vila Franca do Campo
6,420601,Água de Alto
6,420602,Ponta Garça
6,420603,Ribeira das Tainhas
6,420606,Ribeira Seca
6,420604,Vila Franca do Campo (São Miguel)
6,420605,Vila Franca do Campo (São Pedro)
2,3,Região Autónoma da Madeira 
3,30,Região Autónoma da Madeira 
4,300,Região Autónoma da Madeira 
5,3101,Calheta
6,310101,Arco da Calheta
6,310102,Calheta
6,310103,Estreito da Calheta
6,310104,Fajã da Ovelha
6,310105,Jardim do Mar
6,310106,Paul do Mar
6,310107,Ponta do Pargo
6,310108,Prazeres
5,3102,Câmara de Lobos
6,310201,Câmara de Lobos
6,310202,Curral das Freiras
6,310203,Estreito de Câmara de Lobos
6,310205,Jardim da Serra
6,310204,Quinta Grande
5,3103,Funchal
6,310303,Funchal (Santa Luzia)
6,310304,Funchal (Santa Maria Maior)
6,310308,Funchal (São Pedro)
6,310310,Funchal (Sé)
6,310301,Imaculado Coração de Maria
6,310302,Monte
6,310305,Santo António
6,310306,São Gonçalo
6,310307,São Martinho
6,310309,São Roque
5,3104,Machico
6,310401,Água de Pena
6,310402,Caniçal
6,310403,Machico
6,310404,Porto da Cruz
6,310405,Santo António da Serra
5,3105,Ponta do Sol
6,310501,Canhas
6,310502,Madalena do Mar
6,310503,Ponta do Sol
5,3106,Porto Moniz
6,310601,Achadas da Cruz
6,310602,Porto Moniz
6,310603,Ribeira da Janela
6,310604,Seixal
5,3201,Porto Santo
6,320101,Porto Santo
5,3107,Ribeira Brava
6,310701,Campanário
6,310702,Ribeira Brava
6,310703,Serra de Água
6,310704,Tabua
5,3108,Santa Cruz
6,310802,Camacha
6,310803,Caniço
6,310804,Gaula
6,310805,Santa Cruz
6,310806,Santo António da Serra
5,3109,Santana
6,310901,Arco de São Jorge
6,310902,Faial
6,310906,Ilha
6,310903,Santana
6,310904,São Jorge
6,310905,São Roque do Faial
5,3110,São Vicente
6,311001,Boa Ventura
6,311002,Ponta Delgada
6,311003,São Vicente
